Annee,FORMATION,DATE_DEB_CONTRAT,DATE_FIN_CONTRAT,NOM_ENTREPRISE,CP_ENTREPRISE,FORME_JURIDIQUE_ENTREPRISE,VILLE_ENTREPRISE,Lat,Long,FORMATION_COMPLET,Type
2021-2022,M PTO 2A,13/09/2021,23/09/2022,PLASTIC OMNIUM GESTION,92300,SNC,LEVALLOIS PERRET,"48,89507167","2,286882681",M2 Psychologie sociale du travail et des organisations , 
2021-2022,M MISRH 2A,12/11/2020,30/09/2022,SAUR,30900,,NIMES,"43,84493839","4,34806797",M1 Gestion des Ressources Humaines parcours Management international et RH, 
2021-2022,M CNO 2A,04/10/2020,03/10/2022,L'ARTISAN CHOCOLATIER,81000,SARL,ALBI,"43,92582136","2,146863286",M2 Information-Communication parcours Communication numérique et organisations,Privé
2021-2022,M GIMD 2A EAD,14/10/2020,15/09/2022,CEA DE MARCOULE,30200,EPIC,BAGNOLS SUR CEZE,"44,16224967","4,624773809",M2 Information-Documentation parcours Information-Documentation parcours gestion de l'information et médiation documentaire : métiers des bibliothèques et de la documentation (GIMD) EAD,Public
2021-2022,M CNO 2A,19/10/2020,05/09/2022,MIDIMEDIA,34430,SNC,SAINT JEAN DE VEDAS,"43,57162823","3,83221848",M2 Information-Communication parcours Communication numérique et organisations, 
2021-2022,LP IS APS,01/09/2021,28/08/2022,ADMR DU MEJEAN,34470,Association,PEROLS,"43,56066427","3,951757085",L PRO intervention sanitaire et sociale parcours gestionnaire en gérontologie,Association
2021-2022,M ESSACAP 1A,20/09/2021,30/09/2022,TOULOUSE METROPOLE,31000,Administration d'Etat,TOULOUSE,"43,59638143","1,431672934","M1 Economie Sociale et Solidaire parcours Association, Coopération et Actions Publiques.",Public
2021-2022,M MIASHS 2A,11/10/2021,08/09/2022,SCHNEIDER ELECTRIC INDUSTRIES SAS,92500,SAS,RUEIL MALMAISON,"48,86918974","2,177340632",M2 Mathématiques et Informatique appliquées aux Sciences Humaines et Sociales,Privé
2021-2022,M MIASHS 1A,30/08/2021,01/09/2023,Caisse d'Epargne LR,34000,,MONTPELLIER,"43,61344091","3,868516579",M1 Mathématiques et Informatique appliquées aux Sciences Humaines et Sociales, 
2021-2022,M ESSACAP 2A,02/08/2021,15/12/2022,LES FRANCAS DE L'HERAULT,34070,Association,MONTPELLIER,"43,61344091","3,868516579","M2 Economie Sociale et Solidaire parcours Association, Coopération et Actions Publiques",Association
2021-2022,M COP 2A,03/02/2021,05/09/2022,JOKAT PANDORA,34090,SARL,MONTPELLIER,"43,61344091","3,868516579",M2 Cangement Organisationnel et Personnel ,Privé
2021-2022,M GRH SOI 1A,06/09/2021,24/09/2023,LIDL,,,,#N/A,#N/A,M1Gestion des Ressources Humaines parcours Sciences des Organisations et des Institution, 
2021-2022,DUT SAP 2A,01/10/2020,16/06/2022,ADMR PAY HERAULTAIS,34080,Association,MONTPELLIER,"43,61344091","3,868516579",DUT carrières sociales option service à la personne 2eme annee,Association
2021-2022,M COP 2A,12/07/2021,06/09/2022,SARL GL IMPRESSIONS,84320,SARL,ENTRAIGUES SUR LA SORGUE,"43,99501734","4,932953872",M2 Cangement Organisationnel et Personnel ,Privé
2021-2022,M ESSACAP 2A,11/10/2021,23/09/2022,CDC HABITAT SOCIAL SOCIETE ANONYME D'H,33520,GIE,BRUGES,"44,88894694","-0,6004276643","M2 Economie Sociale et Solidaire parcours Association, Coopération et Actions Publiques", 
2021-2022,M MISRH 2A,06/09/2021,23/09/2022,EGIS STRUCTURES ET ENVIRONNEMENT,78280,SAS,GUYANCOURT,"48,77307839","2,076052077",M1 Gestion des Ressources Humaines parcours Management international et RH,Privé
2021-2022,M CAMP 2A,21/10/2021,30/09/2022,LES FEES SPECIALES,34070,SARL,MONTPELLIER,"43,61344091","3,868516579",M2 Cinéma et Audiovisuel Métiers de la Production,Privé
2021-2022,M GRH SOI 1A,01/09/2021,23/09/2023,SAUR,30900,,NIMES,"43,84493839","4,34806797",M1Gestion des Ressources Humaines parcours Sciences des Organisations et des Institution, 
2021-2022,M COMPAC 2A,01/09/2021,30/09/2022,PREFECTURE DE L'AUDE,11000,Administration Publique Générale,CARCASSONNE,"43,21409862","2,407732717","M2 Information-Communication parcours Communication publique, associative et culturelle",Public
2021-2022,M COP 1A,01/09/2021,31/08/2023,UNIVERSITÉ DE MONTPELLIER,34070,Etablissement public,MONTPELLIER,"43,61344091","3,868516579",#N/A,Public
2021-2022,M ESSACAP 1A,25/10/2021,23/09/2023,ARTICLE 1,75004,Association,PARIS 04,"48,85422828","2,357361938","M1 Economie Sociale et Solidaire parcours Association, Coopération et Actions Publiques.",Association
2021-2022,M HUMANUM 1A EAD,30/09/2021,30/09/2023,SUPERGRID INSTITUTE,69100,SAS,VILLEURBANNE,"45,77077042","4,888458174",M1 Humanités Numériques EAD,Privé
2021-2022,M MISRH 2A,04/09/2020,16/09/2022,LES COURRIERS DU MIDI,34090,SAS,MONTPELLIER,"43,61344091","3,868516579",M1 Gestion des Ressources Humaines parcours Management international et RH,Privé
2021-2022,M MIASHS 1A,18/10/2021,01/09/2023,AIR FRANCE,93290,SA CA,TREMBLAY EN FRANCE,"48,97843041","2,554685015",M1 Mathématiques et Informatique appliquées aux Sciences Humaines et Sociales,Privé
2021-2022,M ESEEC 2A,01/10/2021,30/09/2022,VSB ENERGIES NOUVELLES,30900,SARL,NIMES,"43,84493839","4,34806797","M2 Gestion des Ressources Humaines parcours  expertise socio-économique, emplois et compétences",Privé
2021-2022,M CNO 2A,01/09/2020,31/08/2022,PREFECTURE DE L'HERAULT,34070,Administration d'Etat,MONTPELLIER,"43,61344091","3,868516579",M2 Information-Communication parcours Communication numérique et organisations,Public
2021-2022,M ESSACAP 1A,13/09/2021,23/09/2023,CHAMBRE REGIONALE DE L'ECONOMIE SOCIAL,59000,Association,LILLE,"50,63171832","3,047832723","M1 Economie Sociale et Solidaire parcours Association, Coopération et Actions Publiques.",Association
2021-2022,M GRH SAC 2A,16/09/2021,30/09/2022,SARL 2 AMB,30110,SARL,LA GRAND COMBE,"44,22859324","3,974647477",M2 mention Gestion des Ressources Humaines parcours Gestion des RH Sectorielle et Audit Social,Privé
2021-2022,M GRH SAC 2A,04/10/2021,23/09/2022,SAS RECHERCHES ET HORIZONS,34000,SAS à Associé Unique,MONTPELLIER,"43,61344091","3,868516579",M2 mention Gestion des Ressources Humaines parcours Gestion des RH Sectorielle et Audit Social, 
2021-2022,M ESSACAP 2A,11/10/2021,10/10/2022,MOUVEMENT FRANCAIS PLANNING FAMILIAL,34070,Association,MONTPELLIER,"43,61344091","3,868516579","M2 Economie Sociale et Solidaire parcours Association, Coopération et Actions Publiques",Association
2021-2022,M COMPAC 2A,06/10/2020,05/10/2022,MAIRIE BREC'H,56400,Commune et Commune Nouvelle,BRECH,"47,66770574","-2,990411122","M2 Information-Communication parcours Communication publique, associative et culturelle",Public
2021-2022,M CNO 2A,01/02/2021,05/09/2022,PAHASKA,34830,Association,JACOU,"43,66201923","3,886897482",M2 Information-Communication parcours Communication numérique et organisations,Association
2021-2022,M DDT 2A,01/10/2021,30/09/2022,Office français de la biodiversité,,,,#N/A,#N/A,M2 Tourisme parcours Tourisme et Développement Durable, 
2021-2022,M IDS PIDT 2A,01/10/2020,30/09/2022,CONSEIL DEPARTEMENTAL DE L'HERAULT,34070,Collectivité Territoriale,MONTPELLIER,"43,61344091","3,868516579",M2 Intervention et développement social parcours PIDT,Public
2021-2022,M COP 2A,01/09/2021,06/09/2022,MADAME STEPHANIE LECLAIRE,34070,ERL,MONTPELLIER,"43,61344091","3,868516579",M2 Cangement Organisationnel et Personnel , 
2021-2022,M MIASHS 1A,30/08/2021,01/09/2023,SANOFI AVENTIS RECHERCHE DEVELOPPEMENT,34070,SA,MONTPELLIER,"43,61344091","3,868516579",M1 Mathématiques et Informatique appliquées aux Sciences Humaines et Sociales,Privé
2021-2022,M GRH SOI 2A,08/11/2021,30/09/2022,GC COEUR D'HERAULT,34800,SARL,CLERMONT L HERAULT,"43,56722331","3,448161194",M2 Gestion des Ressources Humaines parcours Sciences des Organisations et des Institutions,Privé
2021-2022,M MIASHS 1A,30/08/2021,01/09/2023,MINISTERE DE L'INTERIEUR,75008,Administration d'Etat,PARIS 08,"48,87252727","2,31258256",M1 Mathématiques et Informatique appliquées aux Sciences Humaines et Sociales,Public
2021-2022,M ESSACAP 2A,03/01/2022,23/09/2022,ESPACE RENAISSANCE,34000,,MONTPELLIER,"43,61344091","3,868516579","M2 Economie Sociale et Solidaire parcours Association, Coopération et Actions Publiques", 
2021-2022,M MIASHS 2A,26/10/2020,31/08/2022,CDC HABITAT,34070,Société d'économie mixte,MONTPELLIER,"43,61344091","3,868516579",M2 Mathématiques et Informatique appliquées aux Sciences Humaines et Sociales, 
2021-2022,M MIASHS 1A,27/09/2021,02/09/2023,SNCF VOYAGEURS,34070,SA,MONTPELLIER,"43,61344091","3,868516579",M1 Mathématiques et Informatique appliquées aux Sciences Humaines et Sociales,Privé
2021-2022,M HUMANUM 2A EAD,19/10/2020,30/09/2022,EARLY MAKERS GROUP,75012,SA,PARIS 12,"48,83515623","2,419807035",M2 Humanités Numériques EAD,Privé
2021-2022,M MIASHS 1A,17/01/2022,31/10/2023,NEOMARCHE,13400,SAS,AUBAGNE,"43,29348438","5,563312735",M1 Mathématiques et Informatique appliquées aux Sciences Humaines et Sociales,Privé
2021-2022,LP ANIMATION,01/10/2021,30/09/2022,CONSEIL DEPARTEMENTAL DE L'HERAULT,34070,Collectivité Territoriale,MONTPELLIER,"43,61344091","3,868516579","L PROmétiers de l'animation sociale , socio-éducative et socioculturelle",Public
2021-2022,M MISRH 2A,21/09/2021,23/09/2022,AOSIS CONSULTING,31300,SARL,TOULOUSE,"43,59638143","1,431672934",M1 Gestion des Ressources Humaines parcours Management international et RH,Privé
2021-2022,M GE 2A,04/10/2021,20/09/2022,COMMUNE DE PALAVAS LES FLOTS,34250,Commune et Commune Nouvelle,PALAVAS LES FLOTS,"43,53353646","3,926208396",M2 Gestion de l'environnement,Public
2021-2022,M GIMD 1A EAD,18/10/2021,22/09/2023,EDF CNPE DE BELLEVILLE SUR LOIRE,18240,SA,LERE,"47,50178525","2,846196596",M1 Information-Documentation parcours gestion de l'information et médiation documentaire : métiers des bibliothèques et de la documentation (GIMD),Privé
2021-2022,M EC EG EAD 2A,01/11/2021,31/10/2022,COLLECTIF MALUNÉS FR,79000,Association,NIORT,"46,29242468","-0,5136937931",M2 Etudes culturelles parcours Etudes de Genres EAD,Association
2021-2022,M COP 2A,09/11/2020,09/11/2022,CAMILLE BONNEVIAL PLUTON,38470,ERL,COGNIN LES GORGES,"45,21893063","5,458357841",M2 Cangement Organisationnel et Personnel , 
2021-2022,M MISRH 1A,10/01/2022,23/09/2023,EMINAD,22600,SARL,LOUDEAC,"48,15715434","-2,849853114",M2 Gestion des Ressources Humaines parcours Management international et RH,Privé
2021-2022,M PTO 2A,01/11/2021,23/09/2022,OBSERVATOIRE AMAROK,34880,Association,LAVERUNE,"43,58480998","3,8016895",M2 Psychologie sociale du travail et des organisations ,Association
2021-2022,M ESSACAP 1A,01/10/2021,30/09/2023,CTRE COMMUNAL D'ACTION SOCIALE,30600,Collectivité Territoriale,VAUVERT,"43,62584685","4,305970933","M1 Economie Sociale et Solidaire parcours Association, Coopération et Actions Publiques.",Public
2021-2022,M CNO 2A,01/10/2020,30/09/2022,TECHNILUM,34500,SAS,BEZIERS,"43,34758833","3,230767542",M2 Information-Communication parcours Communication numérique et organisations,Privé
2021-2022,M CAMD 2A,12/11/2021,16/09/2022,ACCILR,30900,Association,NIMES,"43,84493839","4,34806797",M2 Cinéma et Audiovisuel Métiers de la diffusion,Association
2021-2022,M MIASHS 2A,02/11/2021,02/09/2022,HAWK,75013,SAS,PARIS 13,"48,82871768","2,362468229",M2 Mathématiques et Informatique appliquées aux Sciences Humaines et Sociales,Privé
2021-2022,M COMPAC 1A,01/09/2021,11/09/2023,I2ML,30900,Association,NIMES,"43,84493839","4,34806797","M1 Information-Communication parcours Communication publique, associative et culturelle",Association
2021-2022,M COMPAC 2A,13/09/2021,31/10/2022,CPIE RHONE PAYS D ARLES,13104,Association,ARLES,"43,54686924","4,662156426","M2 Information-Communication parcours Communication publique, associative et culturelle",Association
2021-2022,M MISRH 2A,01/09/2020,23/09/2022,LA COMPAGNIE DES DESSERTS,11200,SAS,LEZIGNAN CORBIERES,"43,24583407","2,770623578",M1 Gestion des Ressources Humaines parcours Management international et RH,Privé
2021-2022,M COMPAC 1A,01/09/2021,11/09/2023,PREFECTURE DES PYRENEES ORIENTALES,66100,Administration d'Etat,PERPIGNAN,"42,69659541","2,89936954","M1 Information-Communication parcours Communication publique, associative et culturelle",Public
2021-2022,M GIMD 1A EAD,10/09/2021,30/09/2023,MAIRIE DE TOULON,83000,Administration Publique Générale,TOULON,"43,13615897","5,932396342",M1 Information-Documentation parcours gestion de l'information et médiation documentaire : métiers des bibliothèques et de la documentation (GIMD),Public
2021-2022,M CAMD 2A,12/11/2021,04/11/2022,SFMD,13200,SAS,ARLES,"43,54686924","4,662156426",M2 Cinéma et Audiovisuel Métiers de la diffusion,Privé
2021-2022,M CNO 1A,01/09/2021,11/09/2023,MERKUTIO,75012,SARL,PARIS 12,"48,83515623","2,419807035",M1 Information-Communication parcours Communication numérique et organisations,Privé
2021-2022,M IDS PIDT 1A,01/10/2021,22/09/2023,LE GAMELAB,34200,SARL,SETE,"43,39177058","3,647051483",M1 Intervention et développement social parcours PIDT,Privé
2021-2022,LP DGDIN EAD,01/09/2021,29/07/2022,OCCITANIE LIVRE & LECTURE,31000,Association,TOULOUSE,"43,59638143","1,431672934",Licence professionnelle DGIN EAD (on ne sait pas quel intitulé développé!),Association
2021-2022,LP ANIMATION,01/09/2021,31/08/2022,COMMUNE D AUBIGNAN,84810,Commune et Commune Nouvelle,AUBIGNAN,"44,09773806","5,031656767","L PROmétiers de l'animation sociale , socio-éducative et socioculturelle",Public
2021-2022,M DDT 1A,01/09/2021,31/08/2023,LE GRAND NARBONNE COMM D AGGLOMERATION,11100,Administration d'Etat,NARBONNE,"43,11764167","2,97718129",M1 Tourisme parcours Tourisme et Développement Durable,Public
2021-2022,M ESEEC 1A,01/09/2021,30/09/2023,CONSEIL DEPARTEMENTAL DE L'HERAULT,34070,Collectivité Territoriale,MONTPELLIER,"43,61344091","3,868516579","M1 Gestion des Ressources Humaines parcours  expertise socio-économique, emplois et compétences",Public
2021-2022,M CNO 2A,02/11/2020,30/09/2022,APELEM,,SAS,GAILLARGUES LE MONTUEUX,#N/A,#N/A,M2 Information-Communication parcours Communication numérique et organisations,Privé
2021-2022,M GIMD 2A EAD,18/10/2021,30/11/2022,TOULOUSE BUSINESS SCHOOL,31130,,QUINT FONSEGRIVES,"43,61152587","1,504591383",M2 Information-Documentation parcours Information-Documentation parcours gestion de l'information et médiation documentaire : métiers des bibliothèques et de la documentation (GIMD) EAD, 
2021-2022,M MIASHS 2A,31/08/2020,01/09/2022,TOPNIR SYSTEMS,13857,SAS,AIX EN PROVENCE CEDEX 3,#N/A,#N/A,M2 Mathématiques et Informatique appliquées aux Sciences Humaines et Sociales,Privé
2021-2022,M COP 1A,06/12/2021,11/09/2023,JOB ME,34280,SAS,LA GRANDE MOTTE,"43,59282795","4,004256933",#N/A,Privé
2021-2022,M IDS PIDT 2A,04/10/2021,30/09/2022,INSTITUT MEDITERRANEEN D'ETUDE D'INGEN,34080,Association,MONTPELLIER,"43,61344091","3,868516579",M2 Intervention et développement social parcours PIDT,Association
2021-2022,M MISRH 2A,03/01/2022,30/09/2022,EHPAD LES TILLEULS,7560,Collectivité Territoriale,MONTPEZAT SOUS BAUZON,"44,71674718","4,196497066",M1 Gestion des Ressources Humaines parcours Management international et RH,Public
2021-2022,LP IS APS,01/10/2021,31/08/2022,OHUMAINAJA,38160,SAS,ST MARCELLIN,"45,11734196","5,350076515",L PRO intervention sanitaire et sociale parcours gestionnaire en gérontologie,Privé
2021-2022,M MIASHS 2A,25/09/2020,02/09/2022,LYTN,34060,SAS,MONTPELLIER,"43,79331841","3,629228032",M2 Mathématiques et Informatique appliquées aux Sciences Humaines et Sociales,Privé
2021-2022,M MISRH 2A,01/09/2020,17/09/2022,PAY JOB,75008,SARL,PARIS,"48,87252727","2,31258256",M1 Gestion des Ressources Humaines parcours Management international et RH,Privé
2021-2022,M MIASHS 1A,01/09/2021,01/09/2023,ONAOS,,SAS,,#N/A,#N/A,M1 Mathématiques et Informatique appliquées aux Sciences Humaines et Sociales,Privé
2021-2022,M GE 2A,27/09/2021,26/09/2022,ASS DEP AMENA STRUC EXPL AGRIC HERAULT,34970,Association,LATTES,"43,56385941","3,902262229",M2 Gestion de l'environnement,Association
2021-2022,M HUMANUM 2A EAD,01/07/2021,30/09/2022,CANAL + INTERNATIONAL,92100,SAS,BOULOGNE BILLANCOURT,"48,83658431","2,239135991",M2 Humanités Numériques EAD,Privé
2021-2022,M MIASHS 2A,31/08/2020,30/09/2022,DAMMANN PRESTATIONS INFORMATIQUES,30310,SASU,VERGEZE,"43,73753604","4,233609905",M2 Mathématiques et Informatique appliquées aux Sciences Humaines et Sociales, 
2021-2022,M GE 2A,10/09/2021,09/09/2022,UNIVERSITE PAUL VALERY MONTPELLIER 3,34199,Administration d'Etat,MONTPELLIER CEDEX 5,"43,46299017","3,416516521",M2 Gestion de l'environnement,Public
2021-2022,M IDS PIDT 1A,05/10/2021,04/10/2023,ASSOCIATION TERRE CONTACT,34150,Association,GIGNAC,"43,68350114","3,592594376",M1 Intervention et développement social parcours PIDT,Association
2021-2022,DUT SAP 2A,30/08/2021,30/08/2022,DOMITIA SERVICES,11100,SAS,NARBONNE,"43,11764167","2,97718129",DUT carrières sociales option service à la personne 2eme annee,Privé
2021-2022,M MIASHS 2A,03/09/2021,02/09/2022,ORANGE,94110,SA,ARCUEIL,"48,80588036","2,33351025",M2 Mathématiques et Informatique appliquées aux Sciences Humaines et Sociales,Privé
2021-2022,M IDS PIDT 2A,01/10/2021,30/09/2022,FLE LE BOUQUET DES GARRIGUES,34110,Association,FRONTIGNAN,"43,44824589","3,749235224",M2 Intervention et développement social parcours PIDT,Association
2021-2022,M GRH SAC 2A,08/11/2021,23/09/2022,ORCA SERVICES,66100,SAS,PERPIGNAN,"42,69659541","2,89936954",M2 mention Gestion des Ressources Humaines parcours Gestion des RH Sectorielle et Audit Social,Privé
2021-2022,M MIASHS 2A,04/01/2021,31/08/2022,AIRBUS OPERATIONS SAS TOULOUSE,31000,SASU,TOULOUSE,"43,59638143","1,431672934",M2 Mathématiques et Informatique appliquées aux Sciences Humaines et Sociales, 
2021-2022,M HUMANUM 2A EAD,05/10/2020,30/09/2022,FRANCE EDUCATION INTERNATIONAL,92310,Administration d'Etat,SEVRES,"48,82147651","2,210522974",M2 Humanités Numériques EAD,Public
2021-2022,M CNO 1A,13/09/2021,16/09/2023,MAIRIE DE TEYRAN,34820,Collectivité Territoriale,TEYRAN,"43,710413","3,897904901",M1 Information-Communication parcours Communication numérique et organisations,Public
2021-2022,M EPSIN 2A,13/09/2021,20/09/2022,UNIVERSITE PAUL VALERY MONTPELLIER 3,34199,Administration d'Etat,MONTPELLIER CEDEX 5,"43,46299017","3,416516521","Education Pédagogique, Société Inclusives",Public
2021-2022,LP ANIMATION,15/10/2021,30/09/2022,METROPOLE D'AIX-MARSEILLE-PROVENCE,13400,,AUBAGNE,"43,29348438","5,563312735","L PROmétiers de l'animation sociale , socio-éducative et socioculturelle", 
2021-2022,M CNO 1A,01/09/2021,11/09/2023,ESPELIA,75009,SAS,PARIS 09,"48,87689616","2,337460241",M1 Information-Communication parcours Communication numérique et organisations,Privé
2021-2022,M COMPAC 1A,06/09/2021,11/09/2023,PREFECTURE DU GARD,30900,Administration d'Etat,NIMES,"43,84493839","4,34806797","M1 Information-Communication parcours Communication publique, associative et culturelle",Public
2021-2022,M HUMANUM 2A EAD,06/09/2021,30/09/2022,ENTREPRENEURIAT CONSEIL,64500,SAS,ST JEAN DE LUZ,"43,37498925","-1,661337536",M2 Humanités Numériques EAD,Privé
2021-2022,M CNO 1A,02/11/2021,01/11/2023,PHARMACIE DU FORUM,34980,SIEGE,ST GELY DU FESC,"43,6724651","3,779494325",M1 Information-Communication parcours Communication numérique et organisations, 
2021-2022,M CNO 1A,14/02/2022,13/09/2023,LA MELEE,31000,Association,TOULOUSE,"43,59638143","1,431672934",M1 Information-Communication parcours Communication numérique et organisations,Association
2021-2022,M MISRH 2A,01/09/2021,30/09/2022,CLINIQUE DU PARC,34170,SA,CASTELNAU LE LEZ,"43,63802188","3,91265416",M1 Gestion des Ressources Humaines parcours Management international et RH,Privé
2021-2022,LP DGDIN EAD,01/10/2021,30/09/2022,COMMUNE DE PONTIVY,56300,Collectivité Territoriale,PONTIVY,"48,14728185","-2,927875543",Licence professionnelle DGIN EAD (on ne sait pas quel intitulé développé!),Public
2021-2022,M MISRH 2A,07/09/2021,23/09/2022,OUIHELP,34080,SAS,MONTPELLIER,"43,61344091","3,868516579",M1 Gestion des Ressources Humaines parcours Management international et RH,Privé
2021-2022,M CNO 2A,01/09/2020,05/09/2022,FONDATION VAN ALLEN,34090,FONDATION,MONTPELLIER,"43,61344091","3,868516579",M2 Information-Communication parcours Communication numérique et organisations, 
2021-2022,M COP 1A,06/09/2021,29/09/2023,EDF CNPE TRICASTIN,26130,SA,ST PAUL TROIS CHATEAUX,"44,37762309","4,806249456",#N/A,Privé
2021-2022,M COMPAC 2A,28/09/2020,28/09/2022,TROPISME,34070,Société coopérative d'intérêt collectif,MONTPELLIER,"43,61344091","3,868516579","M2 Information-Communication parcours Communication publique, associative et culturelle", 
2021-2022,M IDS PIDT 1A,30/08/2021,23/09/2023,ADAGES,34090,Association,MONTPELLIER,"43,61344091","3,868516579",M1 Intervention et développement social parcours PIDT,Association
2021-2022,M COP 1A,18/10/2021,15/09/2023,CROUS DE MONTPELLIER,34070,Administration d'Etat,MONTPELLIER,"43,61344091","3,868516579",#N/A,Public
2021-2022,M CNO 1A,30/08/2021,11/09/2023,PHOTO CINE COMEDIE,34000,SAS,MONTPELLIER,"43,61344091","3,868516579",M1 Information-Communication parcours Communication numérique et organisations,Privé
2021-2022,M GIMD 2A EAD,06/09/2021,31/08/2022,GROUPE SUP DE CO MONTPELLIER,34080,Association,MONTPELLIER,"43,61344091","3,868516579",M2 Information-Documentation parcours Information-Documentation parcours gestion de l'information et médiation documentaire : métiers des bibliothèques et de la documentation (GIMD) EAD,Association
2021-2022,M MISRH 2A,13/09/2021,30/10/2022,GROUPEMENT D EMPLOYEURS PROGRESS,30670,Association,AIGUES VIVES,"43,73455792","4,190794461",M1 Gestion des Ressources Humaines parcours Management international et RH,Association
2021-2022,M PTO 2A,01/09/2021,30/09/2022,EMOTIONS,34000,SARL,MONTPELLIER,"43,61344091","3,868516579",M2 Psychologie sociale du travail et des organisations ,Privé
2021-2022,M COP 2A,07/09/2020,09/09/2022,HORMANN FRANCE,89102,SAS,SENS,"47,75442171","3,49168846",M2 Cangement Organisationnel et Personnel ,Privé
2021-2022,M CNO 1A,01/10/2021,11/09/2023,UNIVERSITÉ DE MONTPELLIER,34070,Etablissement public,MONTPELLIER,"43,61344091","3,868516579",M1 Information-Communication parcours Communication numérique et organisations,Public
2021-2022,M MIASHS 2A,06/09/2021,02/09/2022,SANOFI AVENTIS RECHERCHE DEVELOPPEMENT,34070,SA,MONTPELLIER,"43,61344091","3,868516579",M2 Mathématiques et Informatique appliquées aux Sciences Humaines et Sociales,Privé
2021-2022,M CNO 1A,11/09/2021,11/09/2023,LA PAGE QUI BOUGE,34270,SAS,VALFLAUNES,"43,76409293","3,79487939",M1 Information-Communication parcours Communication numérique et organisations,Privé
2021-2022,M GIMD 1A EAD,04/10/2021,23/09/2023,GRAINE OCCITANIE,34000,Association,MONTPELLIER,"43,61344091","3,868516579",M1 Information-Documentation parcours gestion de l'information et médiation documentaire : métiers des bibliothèques et de la documentation (GIMD),Association
2021-2022,M GRH SAC 2A,01/09/2021,23/09/2022,NIM EXPERT CONSEIL,30900,SARL,NIMES,"43,84493839","4,34806797",M2 mention Gestion des Ressources Humaines parcours Gestion des RH Sectorielle et Audit Social,Privé
2021-2022,M MIASHS 2A,01/09/2021,02/09/2022,DISRUPTDEAL,,,,#N/A,#N/A,M2 Mathématiques et Informatique appliquées aux Sciences Humaines et Sociales, 
2021-2022,M IDS PIDT 1A,13/09/2021,22/09/2023,AG2R AGIRC-ARRCO,75008,GIE,PARIS 08,"48,87252727","2,31258256",M1 Intervention et développement social parcours PIDT, 
2021-2022,M HUMANUM 2A EAD,20/12/2021,16/12/2022,RESEAU CANOPE,86360,Etablissement Public National à caractère administratif,MONTAMISE,"46,65186002","0,3617226988",M2 Humanités Numériques EAD, 
2021-2022,M CNO 2A,01/09/2021,30/09/2022,MADAME NICOLE HACCART,34570,ERL,MURVIEL LES MONTPELLIER,"43,64702786","3,6997028",M2 Information-Communication parcours Communication numérique et organisations, 
2021-2022,M COP 1A,06/09/2021,30/09/2023,FRAMATOME ETS ROMANS SUR ISERE,26100,SA,ROMANS SUR ISERE,"45,0547532","5,03797756",#N/A,Privé
2021-2022,M CNO 1A,01/09/2021,15/09/2023,DDTM 34 HERAULT,34070,Administration d'Etat,MONTPELLIER,"43,61344091","3,868516579",M1 Information-Communication parcours Communication numérique et organisations,Public
2021-2022,M GE 2A,01/09/2021,09/09/2022,ERG DÉVELOPPEMENT FRANCE,75009,SAS,PARIS 09,"48,87689616","2,337460241",M2 Gestion de l'environnement,Privé
2021-2022,M HUMANUM 2A EAD,02/08/2021,30/09/2022,WEBFORCE 3,75004,SAS,PARIS 04,"48,85422828","2,357361938",M2 Humanités Numériques EAD,Privé
2021-2022,M GIMD 2A EAD,01/10/2021,30/09/2022,MINISTERE DES ARMEES,94300,Administration d'Etat,VINCENNES,"48,8473732","2,437986507",M2 Information-Documentation parcours Information-Documentation parcours gestion de l'information et médiation documentaire : métiers des bibliothèques et de la documentation (GIMD) EAD,Public
2021-2022,M ESSACAP 1A,20/09/2021,22/09/2023,INTER MADE,13003,Association,MARSEILLE 03,"43,31212","5,380109814","M1 Economie Sociale et Solidaire parcours Association, Coopération et Actions Publiques.",Association
2020-2022,M GRH SAC 2A,14/09/2020,23/09/2022,AUGEFI BASSIN DE THAU FRONTIGNAN,34110,SAS,FRONTIGNAN,"43,44824589","3,749235224",M2 mention Gestion des Ressources Humaines parcours Gestion des RH Sectorielle et Audit Social,Privé
2020-2022,M IDS PIDT 2A,01/10/2020,30/09/2022,CONSEIL DEPARTEMENTAL DE L'HERAULT,34070,Collectivité Territoriale,MONTPELLIER,"43,61344091","3,868516579",M2 Intervention et développement social parcours PIDT,Public
2021-2022,M EPSIN 2A,09/09/2021,20/09/2022,SNCF RESEAU,,,,#N/A,#N/A,"Education Pédagogique, Société Inclusives", 
2021-2022,M PTO 2A,01/09/2021,23/09/2022,SARL PRAXIS,31000,SARL,TOULOUSE,"43,59638143","1,431672934",M2 Psychologie sociale du travail et des organisations ,Privé
2021-2022,M ESEEC 2A,23/08/2021,23/09/2022,LEROY MERLIN FRANCE,22360,SAS,LANGUEUX,"48,50005228","-2,709722822","M2 Gestion des Ressources Humaines parcours  expertise socio-économique, emplois et compétences",Privé
2021-2022,M MIASHS 1A,23/08/2021,29/09/2023,ENEDIS,34070,ERL,MONTPELLIER,"43,61344091","3,868516579",M1 Mathématiques et Informatique appliquées aux Sciences Humaines et Sociales, 
2021-2022,M MAVINUM 2 EAD,01/10/2021,30/09/2022,POLYWEB,34170,SAS,CASTELNAU LE LEZ,"43,63802188","3,91265416","M2 Information-Documentation parcours management et valorisation de l'information de l'information numérique : métiers de la données, de l'information numérique (MAVINUM)",Privé
